상품명,스펙목록,가격
지웰 벤투스 V3,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												9000Pa / 															소비전력: 												70W / [구성] 거치대: 															거치 / 												브러쉬: 															바닥 / 																											틈새 / 												[배터리] 사용시간: 												30분 / 															충전시간: 												3~4시간 / 															리튬이온 / 																											2600mAh / 																											18V / 												[부가] 헤파필터 / 																											색상: 												크림화이트, 모던핑크 / 															무게: 												1.2kg											",77900
삼성전자 에어본 화이트 VC-H22,"
핸디청소기 / 																											무선 / 																											흡입 / 																											소비전력: 												48W / [배터리] 사용시간: 												10분 / 															충전시간: 												8시간 / 															니켈수소 / 												[부가] 먼지필터 / 																											무게: 												0.76kg / 2018년형 / 크기(가로x세로x깊이): 103x317x174mm											",398250
,,
한샘 트리플 플러스 2.0 QNBC-6000W,"
욕실청소기 / 																											무선 / 																											전동회전 / 																											회전속도: 																											330RPM / 												[배터리] 사용시간: 												4시간 / 															충전시간: 												4시간 / 															2000mAh / 												[부가] 생활방수												 / 브러쉬: 평면, 틈새, 스크럽											",78200
신일전자 SVC-8858PNX,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												17000Pa / [구성] 거치대: 															거치 / 												브러쉬: 															바닥 / 																											침구 / 																											펫 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												30분 / 															충전시간: 												5시간 / 															분리형(1개) / 																											리튬이온 / 																											2200mAh / 																											18.5V / 												[청소] 싸이클론흡입 / 																											LED라이트 / 																											BLDC모터 / 																											먼지통: 												0.5L / [부가] 배터리잔량표시 / 																											프리볼트 / 																											헤파필터 / 																											4단계여과 / 																											색상: 												화이트 / 															무게: 												2kg / 2020년형 / 크기(가로x세로x깊이): 274x1150x250mm											",189000
한일 THE 클린 HC-720BP,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 												[구성] 브러쉬: 															바닥 / 																											솔형 / 												[배터리] 사용시간: 												35분 / 															충전시간: 												5시간 / 															내장형 / 																											2500mAh / 												[청소] LED라이트 / 												[부가] 배터리잔량표시 / 																											먼지필터 / 																											2단계여과												 / 크기(가로x세로x깊이): 299x692x161mm											",111670
다이슨 디지털 슬림 플러피,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												100AW / [구성] 거치대: 															거치 / 																											벽걸이거치 / 												브러쉬: 															바닥 / 																											솔형 / 																											틈새 / 																											미니바닥 / 												[배터리] 사용시간: 												40분 / 															충전시간: 												3시간30분 / 															분리형(1개) / 												[청소] 싸이클론흡입 / 																											먼지통: 												0.3L / [부가] 디스플레이표시 / 																											워셔블헤파필터 / 																											5단계여과 / 																											색상: 												퍼플 / 															무게: 												1.9kg / 2020년형 / 크기(가로x세로x깊이): 250x1100x250mm											",729850
에이치앤오 데스크 청소기 502,"
탁상용청소기 / 																											무선 / 																											흡입 / 												[배터리] 사용시간: 												1시간30분 / 															1200mAh / 												[부가] USB충전 / 																											색상: 												블루, 그레이, 핑크, 그린 / 															무게: 												156g / 크기(가로x세로x깊이): 85x110x85mm											",8980
WANDU 5in1 다용도 무선 청소기,"
핸디스틱청소기 / 																											무선 / 																											흡입+물걸레 / 																											흡입력: 												120W / 															흡입력: 												12000Pa / [구성] 브러쉬: 															바닥 / 																											솔형 / 																											틈새 / 																											연장툴 / 												[배터리] 사용시간: 												35분 / 															충전시간: 												5시간 / 															내장형 / 																											리튬이온 / 																											6000mAh / 																											11.1V / 												[청소] [부가] 배터리잔량표시 / 																											USB충전 / 																											워셔블헤파필터 / 																											워셔블먼지필터 / 																											색상: 												화이트, 블랙 / 															무게: 												0.6kg / 2023년형 / 소음: 75dB / 크기(가로x세로x깊이): 230x970x150mm											",28700
블랙앤데커 PV1820C,"
핸디청소기 / 																											무선 / 																											흡입 / 																											소비전력: 												27W / [구성] 거치대: 															거치 / 												[배터리] 사용시간: 												12분 / 															충전시간: 												4시간 / 															리튬이온 / 																											18V / 												[청소] 싸이클론흡입 / 												[부가] 배터리잔량표시 / 																											프리볼트 / 																											먼지필터 / 																											3단계여과 / 																											색상: 												크롬 / 															무게: 												1.38kg / 피벗노즐 / 크기(가로x세로x깊이): 270x170x140mm											",87820
LG전자 코드제로 A9S AT9270,"
핸디스틱청소기 / 																											무선 / 																											흡입+물걸레 / 																											흡입력: 												200W / 															소비전력: 												590W / [구성] 거치대: 															올인원타워, 																											먼지비움, 																											충전, 																											거치 / 																											스탠드거치 / 																											먼지봉투: 																											2.5L / 																											먼지비움시간: 																											60초 / 												브러쉬: 															바닥, 																											물걸레 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												1시간 / 															충전시간: 												4시간 / 															분리형(1개) / 																											리튬이온 / 																											25.2V / 												[청소] 싸이클론흡입 / 																											자동물공급 / 																											스마트인버터모터 / 												[부가] 스마트폰제어 / 																											배터리잔량표시 / 																											워셔블헤파필터 / 																											5단계여과 / 																											색상: 												판타지실버+딥그레이 / 															무게: 												2.6kg / 2022년형 / 크기(가로x세로x깊이): 250x1120x260mm											",712820
삼성전자 비스포크 슬림 VS15A680AF,"
스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												150W / 															소비전력: 												450W / [구성] 브러쉬: 															바닥, 																											물걸레(별매) / 																											틈새 / 												[배터리] 사용시간: 												50분 / 															충전시간: 												4시간 / 															내장형 / 																											리튬이온 / 																											2200mAh / 																											21.6V / 												[청소] 싸이클론흡입 / 																											LED라이트 / 																											디지털인버터모터 / 																											먼지통: 												0.3L / [부가] 스마트폰제어 / 																											셀프스탠딩 / 																											먼지필터 / 																											5단계여과 / 																											색상: 												그리너리 / 															무게: 												2.6kg / 2021년형 / 크기(가로x세로x깊이): 250x1143x194mm											",348520
삼성전자 비스포크 제트 AI VS28C973ESS + VR50C95A46S,"
												핸디스틱청소기+로봇청소기세트 / 															무선 / 																											흡입+물걸레 / 																											흡입력: 												280W / [구성] 거치대: 															청정스테이션, 																											먼지비움, 																											UVC LED, 																											싸이클론비움, 																											충전, 																											거치 / 																											스탠드거치 / 																											먼지봉투: 																											1.2L / 																											먼지비움시간: 																											14초 / 												브러쉬: 															바닥, 																											물걸레 / 																											침구 / 																											솔형 / 																											틈새 / 																											연장툴 / 												[배터리] 사용시간: 												1시간20분 / 															충전시간: 												5시간 / 															분리형(2개) / 																											리튬이온 / 																											3970+2200mAh / 																											25.2V / 												[청소] 싸이클론흡입 / 																											LED라이트 / 																											물분사 / 																											먼지감지센서 / 																											디지털인버터모터 / 																											먼지통: 												0.5L / [부가] 스마트폰제어 / 																											대화형알림창 / 																											디스플레이표시 / 																											배터리잔량표시 / 																											항균물통 / 																											워셔블헤파필터 / 																											5단계여과 / 																											색상: 												새틴세이지그린 / 2023년형 / 크기(가로x세로x깊이): 250x942x243mm / ※ 상품 옵션 확인 후 구매											",2453300
한일전기 코너리스 HCBC-1250,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												13000Pa / 															소비전력: 												90W / [구성] 브러쉬: 															바닥 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												14분 / 															충전시간: 												3시간30분 / 															BLDC모터 / 																											먼지통: 												0.15L / [부가] 헤파필터 / 																											2단계여과 / 																											색상: 												화이트 / 															무게: 												1kg / 2022년형 / 크기(가로x세로x깊이): 660x680x395mm											",84170
DIBEA 에어슬림,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												30000Pa / 															소비전력: 												260W / [구성] 거치대: 															거치 / 												브러쉬: 															바닥, 																											물걸레(별매) / 																											침구 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												38분 / 															충전시간: 												4시간 / 															분리형(1개) / 																											리튬이온 / 																											2600mAh / 																											LED라이트 / 																											UV살균 / 																											BLDC모터 / 																											먼지통: 												0.36L / [부가] 헤파필터 / 																											3단계여과 / 																											무게: 												1.25kg / 2022년형 / 크기(가로x세로x깊이): 245x1040x212mm											",143200
블랙앤데커 TPD1420,"
핸디청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												20AW / [구성] 브러쉬: 															바닥 / 																											솔형 / 																											틈새 / 																											연장툴 / 												[배터리] 사용시간: 												11분 / 															충전시간: 												4시간 / 															리튬이온 / 																											14.4V / 												[청소] 싸이클론흡입 / 																											먼지통: 												0.56L / [부가] 프리볼트 / 																											먼지필터 / 																											2단계여과 / 																											색상: 												블랙 / 															무게: 												1.42kg / 크기(가로x세로): 190x215mm											",84500
라이트컴 COMS 휴대용 미니 NE875,"
탁상용청소기 / 																											무선 / 																											흡입 / 																											무게: 												125g / 전원방식: AA건전지 / 용도: 컴퓨터본체, 키보드 등 좁은 틈사이 먼지제거 / 크기(가로x세로x깊이): 80x165x32mm											",11990
샤오미 SHUNZAO Z11 맥스,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												150AW / 															흡입력: 												26000PaPa / [구성] 거치대: 															거치 / 																											벽걸이거치 / 												브러쉬: 															바닥, 																											물걸레(별매) / 																											침구 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												1시간 / 															충전시간: 												3시간 / 															분리형(1개) / 												[청소] BLDC모터 / 																											먼지통: 												0.5L / [부가] 디스플레이표시 / 																											헤파필터 / 																											5단계여과 ",178510
해피바이 UD01,"
핸디청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												8000Pa / [구성] 솔형 / 																											틈새 / 												[배터리] 사용시간: 												30분 / 															충전시간: 												3시간 / 															2400mAh / 												[부가] USB충전 / 																											헤파필터 / 																											색상: 												화이트, 블랙 / 															무게: 												443g / 2023년형 / 크기(가로x세로x깊이): 55x270x55mm기											",26500
일렉트로룩스 에르고라피도 베드프로 ZB3323BO,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 												[구성] 거치대: 															충전, 																											거치 / 												브러쉬: 															바닥 / 																											침구 / 																											틈새 / 												[배터리] 사용시간: 												48분 / 															충전시간: 												4시간 / 															내장형 / 																											리튬이온 / 																											18V / 												[청소] 싸이클론흡입 / 																											LED라이트 / 																											먼지통: 												0.42L / [부가] 배터리잔량표시 / 																											셀프스탠딩 / 																											먼지필터 / 																											4단계여과 / 																											색상: 												마호가니브론즈 / 															무게: 												3.36kg / 크기(가로x세로x깊이): 303x690x162mm											",279990
아이닉 핸디형 imini,"
핸디청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												75W / 															흡입력: 												5000Pa / [구성] 거치대: 															충전, 																											거치 / 												브러쉬: 															바닥 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												20분 / 															충전시간: 												5시간 / 															2000mAh / 												[청소] [부가] USB충전 / 																											헤파필터 / 																											색상: 												화이트 / 															무게: 												428g / 2021년형 / 크기(가로x세로x깊이): 50x235x50mm											",48800
테팔 엑스포스 8.60 라이트 TY9634,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 												[구성] 브러쉬: 															바닥 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												45분 / 															충전시간: 												3시간 / 															분리형(1개) / 																											리튬이온 / 																											22.2V / 																											DC모터 / 																											먼지통: 												0.55L / [부가] 워셔블먼지필터 / 																											색상: 												실버&그레이 / 															무게: 												2.58kg / 크기(가로x세로x깊이): 235x1060x240mm											",235100
대원 슬림핏,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 												[구성] 거치대: 															거치 / 												브러쉬: 															바닥 / 												[배터리] 사용시간: 												50분 / 															충전시간: 												4시간 / 															내장형 / 																											리튬이온 / 																											2500mAh / 												[청소] BLDC모터 / 												[부가] 배터리잔량표시 / 																											워셔블헤파필터 / 																											2단계여과 / 																											색상: 												화이트 / 															무게: 												0.66kg											",177990
샤오미 이지에 YE-01,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											소비전력: 												350W / [배터리] 사용시간: 												2시간 / 															충전시간: 												2~3시간 / 															리튬이온 / 																											2000mAh / 																											12V / 												[청소] 먼지통: 												0.35L / [부가] 배터리잔량표시 / 																											먼지필터												 / 크기(가로x세로x깊이): 270x1060x170mm											",26510
일렉트로룩스 WELL Q7 WQ71-2OIBF,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 												[구성] 거치대: 															충전, 																											거치 / 												브러쉬: 															바닥 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												50분 / 															충전시간: 												4시간30분 / 															내장형 / 																											리튬이온 / 																											21.6V / 												[청소] 싸이클론흡입 / 																											LED라이트 / 																											먼지통: 												0.3L / [부가] 배터리잔량표시 / 																											셀프스탠딩 / 																											워셔블헤파필터 / 																											5단계여과 / 																											색상: 												인디고블루 / 															무게: 												2.8kg / 2021년형 / 크기(가로x세로x깊이): 258x1105x140mm											",298000
캐치웰 C10 PLUS,"
핸디스틱청소기 / 																											무선 / 																											흡입+물걸레 / 																											소비전력: 												200W / [구성] 거치대: 															거치 / 												브러쉬: 															바닥, 																											물걸레 / 																											솔형 / 																											틈새 / 																											연장툴 / 												[배터리] 사용시간: 												30분 / 															충전시간: 												4시간 / 															분리형(1개) / 																											리튬이온 / 																											2200mAh / 																											22.2V / 												[청소] LED라이트 / 																											BLDC모터 / 												[부가] 배터리잔량표시 / 																											워셔블헤파필터 / 																											색상: 												크리스탈레드 / 															무게: 												1.24kg / 2020년형											",168360
스위스밀리터리 에어슬림 SMA-BV2200,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												17000Pa / [구성] 거치대: 															거치 / 												브러쉬: 															바닥 / 																											침구 / 																											틈새 / 																											연장툴 / 												[배터리] 사용시간: 												30분 / 															충전시간: 												5시간 / 															리튬이온 / 																											2200mAh / 																											18.5V / 												[청소] 싸이클론흡입 / 																											LED라이트 / 																											BLDC모터 / 																											먼지통: 												0.4L / [부가] 배터리잔량표시 / 																											헤파필터 / 																											3단계여과 / 												2019년형 / 에어컴프레셔 / 크기(가로x세로x깊이): 80x1040x190mm											",163090
삼성전자 비스포크 제트 AI VS28C973DRG + VR50C95A46A,"
												핸디스틱청소기+로봇청소기세트 / 															무선 / 																											흡입+물걸레 / 																											흡입력: 												280W / [구성] 거치대: 															청정스테이션, 																											먼지비움, 																											UVC LED, 																											싸이클론비움, 																											충전, 																											거치 / 																											스탠드거치 / 																											먼지봉투: 																											1.2L / 																											먼지비움시간: 																											14초 / 												브러쉬: 															바닥, 																											물걸레 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												1시간20분 / 															충전시간: 												5시간 / 															분리형(2개) / 																											리튬이온 / 																											3970+2200mAh / 																											25.2V / 												[청소] 싸이클론흡입 / 																											LED라이트 / 																											물분사 / 																											먼지감지센서 / 																											디지털인버터모터 / 																											먼지통: 												0.5L / [부가] 스마트폰제어 / 																											대화형알림창 / 																											디스플레이표시 / 																											배터리잔량표시 / 																											항균물통 / 																											워셔블헤파필터 / 																											5단계여과 / 																											색상: 												새틴그레이지 / 2023년형 / 크기(가로x세로x깊이): 250x942x243mm / ※ 상품 옵션 확인 후 구매											",2224560
다이슨 디지털 슬림 플러피 플러스,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												100AW / [구성] 거치대: 															충전, 																											거치 / 																											스탠드거치 / 												브러쉬: 															바닥 / 																											침구 / 																											솔형 / 																											틈새 / 																											미니바닥 / 																											연장툴 / 												[배터리] 사용시간: 												40분 / 															충전시간: 												3시간30분 / 															분리형(1개) / 												[청소] 싸이클론흡입 / 																											먼지통: 												0.3L / [부가] 디스플레이표시 / 																											워셔블헤파필터 / 																											5단계여과 / 																											색상: 												오렌지 / 															무게: 												1.9kg / 2020년형 / 크기(가로x세로x깊이): 250x1100x250mm											",849310
일렉트로룩스 에르고라피도 파워프로 ZB3411,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 												[구성] 거치대: 															충전, 																											거치 / 												브러쉬: 															바닥 / 																											틈새 / 												[배터리] 사용시간: 												48분 / 															충전시간: 												4시간 / 															내장형 / 																											리튬이온 / 																											18V / 												[청소] 싸이클론흡입 / 																											먼지통: 												0.42L / [부가] 배터리잔량표시 / 																											셀프스탠딩 / 																											헤파필터 / 																											4단계여과 / 																											색상: 												타이탄블루 / 															무게: 												3kg / 2019년형 / 크기(가로x세로x깊이): 303x690x162mm											",365000
삼성전자 파워스틱 VS03R6523J2,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											소비전력: 												170W / [구성] 브러쉬: 															바닥 / 																											틈새 / 																											연장툴 / 												[배터리] 분리형(1개) / 																											리튬이온 / 																											21.6V / 												[청소] 먼지통: 												0.25L / [부가] 셀프스탠딩 / 																											프리볼트 / 																											헤파필터 / 																											색상: 												메탈블랙 / 															무게: 												2.8kg / 2019년형 / 크기(가로x세로x깊이): 250x1130x225mm											",246890
플러스마이너스제로 XJC-Y010,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											소비전력: 												90W / [구성] 브러쉬: 															바닥 / 																											틈새 / 																											연장툴 / 												[배터리] 사용시간: 												57분 / 															리튬이온 / 												[청소] BLDC모터 / 												[부가] 프리볼트 / 																											먼지필터 / 																											무게: 												1.3kg / 색상: 라이트그레이, 라이트그린, 레드, 블루											",202610
퍼피유 T12 Pro Rinse,"
핸디스틱청소기 / 																											무선 / 																											흡입+물걸레 / 																											흡입력: 												185AW / 															흡입력: 												26000Pa / 															소비전력: 												415W / [구성] 거치대: 															충전, 																											거치 / 												브러쉬: 															바닥, 																											물걸레 / 																											침구 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												1시간10분 / 															충전시간: 												4시간 / [청소] 싸이클론흡입 / 																											LED라이트 / 																											자동물공급 / 																											먼지감지센서 / 																											BLDC모터 / 																											먼지통: 												0.42L / 															물통: 												0.39L / [부가] 배터리잔량표시 / 																											헤파필터 / 																											6단계여과 / 																											무게: 												1.6kg / 크기(가로x세로x깊이): 225x391x99mm											",434130
LG전자 오브제컬렉션 코드제로 A9S AU9872MPD,"
핸디스틱청소기 / 																											무선 / 																											흡입+물걸레 / 																											흡입력: 												220W / 															소비전력: 												590W / [구성] 거치대: 															올인원타워, 																											먼지비움, 																											충전, 																											거치 / 																											스탠드거치 / 																											먼지봉투: 																											2.5L / 																											먼지비움시간: 																											36초 / 												브러쉬: 															와이드바닥, 																											물걸레 / 																											펫 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												1시간 / 															충전시간: 												4시간 / 															분리형(2개) / 																											리튬이온 / 																											25.2V / 												[청소] 싸이클론흡입 / 																											LED라이트 / 																											자동물공급 / 																											스마트인버터모터 / 												[부가] 스마트폰제어 / 																											디스플레이표시 / 																											워셔블헤파필터 / 																											5단계여과 / 																											색상: 												클레이블루 / 															무게: 												2.7kg / 2022년형 / 크기(가로x세로x깊이): 300x1120x260mm											",989000
GEEK SGV-C2111,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												15000Pa / 															소비전력: 												120W / [구성] 거치대: 															거치 / 																											솔형 / 																											틈새 / 																											연장툴 / 												[배터리] 사용시간: 												28분 / 															충전시간: 												5시간 / 															2500mAh / 																											먼지통: 												90mL / [부가] 워셔블헤파필터 / 																											무게: 												520g / 2021년형											",79890
라이드스토 H4,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												125AW / 															흡입력: 												25000Pa / 															소비전력: 												400W / [구성] 거치대: 															먼지비움, 																											충전, 																											거치 / 																											먼지봉투: 																											2.5L / 												브러쉬: 															바닥, 																											물걸레(별매) / 																											틈새 / 												[배터리] 충전시간: 												3시간 / 															2500mAh / 																											25.2V / 												[청소] LED라이트 / 																											BLDC모터 / 																											먼지통: 												0.4L / [부가] 먼지필터 / 												2022년형											",359090
신일전자 SVC-P6000HP,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												5500Pa / 															소비전력: 												45W / [구성] 거치대: 															충전, 																											거치 / 												브러쉬: 															바닥 / 																											솔형 / 																											틈새 / 																											연장툴 / 												[배터리] 사용시간: 												20분 / 															충전시간: 												4시간 / 															내장형 / 																											2000mAh / 																											7.4V / 																											싸이클론흡입 / 																											DC모터 / 												[부가] USB충전 / 																											헤파필터 / 																											2단계여과 / 																											색상: 												화이트 / 															무게: 												0.75kg(스틱형) / 2023년형 / 크기(가로x세로x깊이): 71x71x349mm(핸디형)											",49900
한일전기 HCDC-2000,"
핸디청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												50W / [배터리] 사용시간: 												20분 / 															충전시간: 												3시간 / [청소] [부가] USB충전 / 																											먼지필터 / 																											색상: 												화이트 / 															무게: 												630g											",45990
,,
DIBEA M500 클래스,"
핸디스틱청소기 / 																											무선 / 																											흡입+물걸레 / 																											흡입력: 												20000Pa / 															소비전력: 												160W / [구성] 거치대: 															충전, 																											거치 / 																											벽걸이거치 / 												브러쉬: 															바닥, 																											물걸레 / 																											침구 / 																											솔형 / 																											틈새 / 																											패브릭 / 												[배터리] 사용시간: 												50분 / 															충전시간: 												4시간 / 															리튬이온 / 																											2200mAh / 																											22.2V / 												[청소] 싸이클론흡입 / 																											LED라이트 / 																											물분사 / 																											BLDC모터 / 																											먼지통: 												0.32L / [부가] 배터리잔량표시 / 																											워셔블헤파필터 / 																											색상: 												화이트, 블랙 / 															무게: 												2.12kg / 2020년형 / 크기(가로x세로x깊이): 245x1120x160mm											",162060
다이슨 V8 카본파이버,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												155W / 															소비전력: 												485W / [구성] 거치대: 															거치 / 												브러쉬: 															바닥 / 																											침구 / 																											솔형 / 																											틈새 / 																											카펫 / 																											미니바닥 / 																											연장툴 / 																											각도조절툴 / 												[배터리] 사용시간: 												40분 / 															충전시간: 												5시간 / 															리튬이온 / 																											싸이클론흡입 / 												[부가] 먼지필터 / 																											무게: 												2.63kg / 크기(가로x세로x깊이): 250x1244x210mm											",703820
신일전자 SVC-DC2200KP,"
핸디청소기 / 																											무선 / 																											흡입 / 												[구성] 거치대: 															충전, 																											거치 / 																											스탠드거치 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												25분 / 															충전시간: 												5시간 / [부가] 워셔블먼지필터 / 																											색상: 												블랙 / 															무게: 												940g / 2023년형 / 크기(가로x세로x깊이): 100x380x100mm											",55360
다이슨 V11 컴플리트 엑스트라,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												220AW / [구성] 거치대: 															거치 / 												브러쉬: 															바닥, 																											바닥+카펫 / 																											침구 / 																											솔형 / 																											틈새 / 																											미니바닥 / 												[배터리] 사용시간: 												1시간 / 															충전시간: 												4시간30분 / 															분리형(1개) / 												[청소] 싸이클론흡입 / 																											먼지통: 												0.54L / [부가] 디스플레이표시 / 																											헤파필터 / 																											색상: 												니켈블루 / 															무게: 												2.95kg / 2019년형 / 크기(가로x세로x깊이): 261x1280x250mm											",1120980
블랙앤데커 Gen 11 더스트버스터 X 펫 BHHV520BFP07,"
핸디청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												35AW / [구성] 거치대: 															거치 / 																											펫 / 																											틈새 / 												[배터리] 사용시간: 												25분 / 															충전시간: 												5시간 / 															리튬이온 / 												[청소] 먼지통: 												0.7L / [부가] 배터리잔량표시 / 																											워셔블먼지필터 / 																											무게: 												1.2kg											",83810
,,
퍼피유 T12 Home Extra,"
핸디스틱청소기 / 																											무선 / 																											흡입+물걸레 / 																											흡입력: 												120AW / 															흡입력: 												26000Pa / 															소비전력: 												415W / [구성] 거치대: 															충전, 																											거치 / 												브러쉬: 															바닥, 																											물걸레 / 																											솔형 / 																											틈새 / 												[배터리] 사용시간: 												42분 / 															충전시간: 												3시간30분 / 															2500mAh / 												[청소] 싸이클론흡입 / 																											LED라이트 / 																											자동물공급 / 																											먼지감지센서 / 																											BLDC모터 / 																											먼지통: 												0.42L / 															물통: 												0.25L / [부가] 배터리잔량표시 / 																											헤파필터 / 																											6단계여과 / 																											무게: 												1.6kg / 2021년형 / 크기(가로x세로x깊이): 278x1245x225mm											",261680
블랙앤데커 Gen 11 더스트버스터 BHHV315B06,"
핸디청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												20AW / [구성] 거치대: 															충전, 																											거치 / 																											틈새 / 												[배터리] 사용시간: 												16분 / 															충전시간: 												4시간 / 															내장형 / 																											리튬이온 / 																											10.8V / 												[청소] 먼지통: 												0.7L / [부가] 배터리잔량표시 / 																											프리볼트 / 																											워셔블먼지필터 / 																											2단계여과 / 																											색상: 												레드 / 															무게: 												1kg / 크기(가로x세로): 160x400mm											",65600
보랄 X10 BR-H490RV,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												13000Pa / [구성] 거치대: 															거치 / 												브러쉬: 															바닥 / 																											틈새 / 												[배터리] 사용시간: 												25분 / 															충전시간: 												4시간30분 / 															2000mAh / 																											BLDC모터 / 																											먼지통: 												0.3L / [부가] 먼지필터 / 																											색상: 												화이트, 블루, 다크그린 / 															무게: 												1.4kg / 크기(가로x세로x깊이): 250x1105x90mm											",98900
캐치웰 CX11 PLUS,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												20000Pa / 															소비전력: 												230W / [구성] 거치대: 															충전, 																											거치 / 																											스탠드거치 / 												브러쉬: 															바닥 / 																											침구 / 																											솔형 / 																											틈새 / 																											연장툴 / 												[배터리] 사용시간: 												60분 / 															충전시간: 												4~6시간 / 															분리형(1개) / 																											리튬이온 / 																											2500mAh / 																											26.5V / 																											싸이클론흡입 / 																											LED라이트 / 																											BLDC모터 / 																											먼지통: 												0.5L / [부가] 헤파필터 / 																											5단계여과 / 																											색상: 												화이트 / 															무게: 												2.32kg / 2022년형											",122600
샤크 에보 파워시스템 IQ CS851,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 												[구성] 브러쉬: 															바닥 / 																											침구 / 																											펫 / 																											틈새 / 												[배터리] 사용시간: 												62분 / 															충전시간: 												3시간30분 / 															리튬이온 / 																											3000mAh / 																											11.1V / 												[청소] 먼지감지센서 / 																											BLDC모터 / 												[부가] 먼지필터 / 																											색상: 												블루, 오렌지 / 															무게: 												2kg / 2023년형 / 본체스틱플렉스 / 크기(가로x세로x깊이): 258x1040x114mm											",619000
유파 EKV-P500,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 												[구성] 브러쉬: 															바닥 / 																											솔형 / 																											틈새 / 																											싸이클론흡입 / 												[부가] 먼지필터 / 																											2단계여과 / 																											무게: 												1.95kg / 크기(가로x세로x깊이): 250x1114x215mm											",26820
코슬리 스위트 KV-17IV,"
핸디스틱청소기 / 																											무선 / 																											흡입 / 																											흡입력: 												17000Pa / [구성] 거치대: 															충전, 																											거치 / 												브러쉬: 															바닥 / 																											솔형 / 																											틈새 / 												[배터리] 내장형 / 																											리튬이온 / 																											2150mAh / 																											11.14V / 																											BLDC모터 / 												[부가] 헤파필터 / 																											색상: 												아이보리화이트 / 															무게: 												0.798kg / 크기(가로x세로x깊이): 65x400x65mm											",88270
